Hours,Pass
3.119931333162051,1
3.1214269039956175,1
3.1250310617225865,1
3.1280659870382395,1
3.133953796059649,1
3.1355277221525606,1
3.1379815509440623,1
3.149431306563045,1
3.1626946693425633,1
3.164446876400982,1
3.178497643571323,1
3.185967699,1
3.2055095918780987,1
3.2447564678329757,1
3.25,1
3.2545714062265265,1
3.2562513042471766,1
3.2689584283021524,1
3.276203773699502,1
3.2853476901381136,1
3.2961059434034854,1
3.296343510750534,1
3.309702215108308,1
3.319275841313807,1
3.323449015414004,1
3.3241920250492214,1
3.3553712089846615,1
3.357377405222616,1
3.3702549898567167,1
3.374642689961735,1
3.376373803684575,1
3.3874950508228725,1
3.395136927,1
3.396098498915159,1
3.4164425307354724,1
3.4190110236507736,1
3.4215935478055366,1
3.426726666929599,1
3.441685360875521,1
3.4825585544895326,1
3.4834944964069825,1
3.492114260350894,1
3.498972734850981,1
3.5,0
3.5113044741253323,1
3.530682072653909,1
3.531400493014048,1
3.533267418303775,1
3.5414093417469674,1
3.5525923696876416,1
3.5536633400385007,1
3.554498911735591,1
3.559631265685457,1
3.581243814685652,1
3.5820246932242363,1
3.6360176483954785,1
3.637045392499803,1
3.6460442697018114,1
3.654075045,1
3.6620778609115714,1
3.670806295742091,1
3.6739542995875056,1
3.6976490751142146,1
3.7008869331968386,1
3.7033213914422385,1
3.721314521775628,1
3.761845111733246,1
3.7695295611489783,1
3.779593482462035,1
3.790780488,1
3.798272821343849,1
3.807850514086224,1
3.809746841852511,1
3.8111063734597503,1
3.816378882739162,1
3.857630048242742,1
3.8624800272259967,1
3.869326348200217,1
3.870460157819483,1
3.8777662978469727,1
3.881488205383646,1
3.8833526640988056,1
3.910802603410138,1
3.9526372747865963,1
3.9538734903914405,1
3.973465088,1
4,1
4.005939333033223,1
4.007696332400064,1
4.0466639612872015,1
4.048196825466833,1
4.055501749788853,1
4.062847704339322,1
4.069508565625378,1
4.072521826,1
4.086971149799161,1
4.095927756967222,1
4.106969794520385,1
4.107189142561605,1
4.122580128708027,1
4.136658259,1
4.139307940206309,1
4.147445129031959,1
4.156689190735877,1
4.158097915,1
4.1736356116828865,1
4.1764712565559075,1
4.212869387576056,1
4.213060272,1
4.216186802372827,1
4.2241604383199745,1
4.225088073509518,1
4.233503471935553,1
4.25,1
4.252158183638458,1
4.260093536358522,1
4.266864040226187,1
4.271402192484134,1
4.2936423013252885,1
4.294630591125586,1
4.295410854743938,1
4.3073079241851255,1
4.312542526968451,1
4.323008012091114,1
4.323268520619591,1
4.346543169314274,1
4.353845172255704,1
4.3641454804416835,1
4.371993983874068,1
4.395094883233449,1
4.397173971399244,1
4.398085833810943,1
4.412108851712103,1
4.4165882373336105,1
4.417479097230979,1
4.443410498986428,1
4.446918647678704,1
4.463546744166798,1
4.477439014034232,1
4.478047237092226,1
4.4802687182662275,1
4.485851378598359,1
4.498334166769465,1
4.5,1
4.502218287,1
4.519539812595537,1
4.527995265588769,1
4.528031311591241,1
4.551407295011321,1
4.555368544958577,1
4.560914268,1
4.564247524017992,1
4.570787592877869,1
4.576352603574024,1
4.583068419664732,1
4.5957436678307735,1
4.611436937119047,1
4.623229042969024,1
4.643385947,1
4.644352221622495,1
4.675550558634062,1
4.682769232,1
4.693873420554121,1
4.7218626430200175,1
4.725512674550641,1
4.729042898284269,1
4.7412048127992525,1
4.748646749610629,1
4.75,1
4.757546493517954,1
4.7632266228552425,1
4.770341802838785,1
4.777750931786906,1
4.777756317750177,1
4.792344410320025,1
4.7929420698758225,1
4.798665611,1
4.805233702086613,1
4.814544332555695,1
4.817197828,1
4.819968381713575,1
4.886078566105307,1
4.925847202668988,1
4.943840743223452,1
4.944015017800589,1
4.944820658965115,1
4.948122765900281,1
4.94965756,1
4.957778360473356,1
4.960768442888825,1
4.966669055806342,1
4.979771325566582,1
4.986396631301599,1
4.989721003955525,1
5,1
5.023976792675947,1
5.029681845834551,1
5.044813151372122,1
5.056131951747673,1
5.056191160947173,1
5.076080639020233,1
5.096858128549373,1
5.115677998573933,1
5.147008765395831,1
5.154638399076013,1
5.160173926163008,1
5.174216019996823,1
5.176377522375824,1
5.177992009107935,1
5.180658060125134,1
5.201642889586605,1
5.202284150841423,1
5.229557618564999,1
5.239180340370558,1
5.241339811234128,1
5.244619569709354,1
5.261327747161046,1
5.266866786146203,1
5.270310246396183,1
5.323977693155222,1
5.346783204,1
5.355277105024707,1
5.356934127220439,1
5.370983626322757,1
5.371926185169724,1
5.377573384262627,1
5.394753879794934,1
5.424208719859112,1
5.427701726617703,1
5.454998017338945,1
5.477963921369967,1
5.5,1
5.500974730658288,1
5.508568658099937,1
5.510593174154073,1
5.532208598712955,1
5.532366521719059,1
5.588174622233405,1
5.693377541385769,1
5.718876621886768,1
